,Date,State,TotalSamples,Negative,Positive,month
457,19/07/2020,Arunachal Pradesh,39288,37032,740,July
458,20/07/2020,Arunachal Pradesh,40477,37752,790,July
459,21/07/2020,Arunachal Pradesh,41772,39116,858,July
460,22/07/2020,Arunachal Pradesh,44986,42369,949,July
461,23/07/2020,Arunachal Pradesh,48880,46332,991,July
462,24/07/2020,Arunachal Pradesh,53335,51033,1056,July
463,25/07/2020,Arunachal Pradesh,57861,55574,1126,July
464,26/07/2020,Arunachal Pradesh,59558,57541,1158,July
465,27/07/2020,Arunachal Pradesh,63784,61629,1239,July
466,28/07/2020,Arunachal Pradesh,68034,65962,1330,July
467,29/07/2020,Arunachal Pradesh,72739,70551,1410,July
468,30/07/2020,Arunachal Pradesh,77630,75572,1484,July
469,31/07/2020,Arunachal Pradesh,81865,77637,1591,July
470,1/08/2020,Arunachal Pradesh,86288,81988,1673,August
471,2/08/2020,Arunachal Pradesh,89031,84700,1698,August
472,3/08/2020,Arunachal Pradesh,91227,86828,1758,August
473,4/08/2020,Arunachal Pradesh,93365,91127,1790,August
474,5/08/2020,Arunachal Pradesh,95983,91164,1855,August
475,6/08/2020,Arunachal Pradesh,98733,93684,1948,August
476,7/08/2020,Arunachal Pradesh,101947,96758,2049,August
477,8/08/2020,Arunachal Pradesh,104833,99460,2117,August
478,9/08/2020,Arunachal Pradesh,106792,101265,2155,August
479,10/08/2020,Arunachal Pradesh,109863,104171,2231,August
480,11/08/2020,Arunachal Pradesh,112689,106807,2327,August
481,12/08/2020,Arunachal Pradesh,115758,109794,,August
482,13/08/2020,Arunachal Pradesh,118882,112767,,August
483,14/08/2020,Arunachal Pradesh,121371,115112,2607,August
484,15/08/2020,Arunachal Pradesh,122854,116538,2658,August
485,16/08/2020,Arunachal Pradesh,124786,118381,,August
486,17/08/2020,Arunachal Pradesh,127286,120729,,August
487,18/08/2020,Arunachal Pradesh,130246,123408,,August
488,19/08/2020,Arunachal Pradesh,133048,126085,,August
489,20/08/2020,Arunachal Pradesh,136092,128762,,August
490,21/08/2020,Arunachal Pradesh,138913,131556,,August
491,22/08/2020,Arunachal Pradesh,141655,134121,,August
492,23/08/2020,Arunachal Pradesh,143626,135812,,August
493,24/08/2020,Arunachal Pradesh,146012,138059,,August
494,25/08/2020,Arunachal Pradesh,149273,141127,,August
495,26/08/2020,Arunachal Pradesh,152852,144556,,August
496,27/08/2020,Arunachal Pradesh,155750,147281,,August
497,28/08/2020,Arunachal Pradesh,158993,150209,,August
498,29/08/2020,Arunachal Pradesh,161525,152666,,August
499,30/08/2020,Arunachal Pradesh,164524,155425,,August
500,31/08/2020,Arunachal Pradesh,167615,158324,,August
501,1/09/2020,Arunachal Pradesh,170445,160911,,September
502,2/09/2020,Arunachal Pradesh,173469,163658,,September
503,3/09/2020,Arunachal Pradesh,177259,167280,,September
504,4/09/2020,Arunachal Pradesh,180372,170070,,September
505,5/09/2020,Arunachal Pradesh,183390,172829,,September
506,6/09/2020,Arunachal Pradesh,185322,174589,,September
507,7/09/2020,Arunachal Pradesh,188435,177394,,September
508,8/09/2020,Arunachal Pradesh,191632,180193,,September
509,9/09/2020,Arunachal Pradesh,194647,182937,,September
510,10/09/2020,Arunachal Pradesh,197711,185795,,September
511,11/09/2020,Arunachal Pradesh,201010,188857,,September
512,12/09/2020,Arunachal Pradesh,203356,191018,,September
513,13/09/2020,Arunachal Pradesh,205519,192960,,September
514,14/09/2020,Arunachal Pradesh,208164,195308,,September
515,15/09/2020,Arunachal Pradesh,210345,197252,,September
516,16/09/2020,Arunachal Pradesh,214292,200905,,September
517,17/09/2020,Arunachal Pradesh,216202,202540,,September
518,18/09/2020,Arunachal Pradesh,218285,204350,,September
519,19/09/2020,Arunachal Pradesh,220706,206425,,September
520,20/09/2020,Arunachal Pradesh,222429,207925,,September
521,21/09/2020,Arunachal Pradesh,225328,210458,,September
522,22/09/2020,Arunachal Pradesh,228242,213033,,September
523,23/09/2020,Arunachal Pradesh,231045,215460,,September
524,24/09/2020,Arunachal Pradesh,233456,216919,,September
525,25/09/2020,Arunachal Pradesh,235979,219655,,September
526,26/09/2020,Arunachal Pradesh,238223,221576,,September
527,27/09/2020,Arunachal Pradesh,239900,223119,,September
528,28/09/2020,Arunachal Pradesh,242948,225773,,September
529,29/09/2020,Arunachal Pradesh,245788,228315,,September
530,30/09/2020,Arunachal Pradesh,248439,230620,,September
531,1/10/2020,Arunachal Pradesh,250993,232867,,October
532,2/10/2020,Arunachal Pradesh,253413,234989,,October
533,3/10/2020,Arunachal Pradesh,255951,237222,,October
534,4/10/2020,Arunachal Pradesh,257972,239060,,October
535,5/10/2020,Arunachal Pradesh,261029,241750,,October
536,6/10/2020,Arunachal Pradesh,263242,243642,,October
537,7/10/2020,Arunachal Pradesh,265870,245963,,October
538,8/10/2020,Arunachal Pradesh,268286,248047,,October
539,9/10/2020,Arunachal Pradesh,271035,250405,,October
540,10/10/2020,Arunachal Pradesh,273441,252475,,October
541,11/10/2020,Arunachal Pradesh,275319,254145,,October
542,12/10/2020,Arunachal Pradesh,277171,255649,,October
543,13/10/2020,Arunachal Pradesh,279792,257940,,October
544,14/10/2020,Arunachal Pradesh,283856,261730,,October
545,15/10/2020,Arunachal Pradesh,286572,264114,,October
546,17/10/2020,Arunachal Pradesh,291875,268732,,October
547,18/10/2020,Arunachal Pradesh,293164,269846,,October
548,19/10/2020,Arunachal Pradesh,296135,272412,,October
549,20/10/2020,Arunachal Pradesh,298490,274506,,October
550,21/10/2020,Arunachal Pradesh,300977,276756,,October
551,22/10/2020,Arunachal Pradesh,303101,278550,,October
552,23/10/2020,Arunachal Pradesh,304526,279778,,October
553,24/10/2020,Arunachal Pradesh,305694,280771,,October
554,25/10/2020,Arunachal Pradesh,306694,281697,,October
555,26/10/2020,Arunachal Pradesh,308912,283634,,October
556,2/04/2020,Assam,962,819,16,April
557,10/04/2020,Assam,2863,2685,29,April
558,11/04/2020,Assam,3011,2842,29,April
559,12/04/2020,Assam,3138,2973,29,April
560,14/04/2020,Assam,3491,3267,31,April
561,15/04/2020,Assam,3613,3492,32,April
562,16/04/2020,Assam,4108,3803,34,April
563,17/04/2020,Assam,4236,4024,34,April
564,18/04/2020,Assam,4400,4199,34,April
565,19/04/2020,Assam,4865,4584,34,April
566,20/04/2020,Assam,5112,4937,34,April
567,21/04/2020,Assam,5514,5245,34,April
568,24/04/2020,Assam,6680,6391,35,April
569,25/04/2020,Assam,7159,6781,35,April
570,26/04/2020,Assam,7823,7474,35,April
571,27/04/2020,Assam,8117,7985,35,April
572,29/04/2020,Assam,9520,8771,37,April
573,2/05/2020,Assam,11623,10499,42,May
574,4/05/2020,Assam,12775,11764,42,May
575,5/05/2020,Assam,13442,12533,43,May
576,9/05/2020,Assam,16167,15076,59,May
577,10/05/2020,Assam,18002,16236,62,May
578,11/05/2020,Assam,19589,17813,64,May
579,12/05/2020,Assam,21791,19211,64,May
580,14/05/2020,Assam,25824,23178,86,May
581,15/05/2020,Assam,28178,25431,86,May
582,16/05/2020,Assam,31276,28332,91,May
583,17/05/2020,Assam,34376,32035,97,May
584,18/05/2020,Assam,37898,35159,106,May
585,19/05/2020,Assam,41116,38138,141,May
586,20/05/2020,Assam,47084,42729,170,May
587,21/05/2020,Assam,51730,46442,203,May
588,22/05/2020,Assam,55791,50450,259,May
589,23/05/2020,Assam,60405,54185,329,May
590,24/05/2020,Assam,66444,58972,378,May
591,25/05/2020,Assam,70029,62244,526,May
592,26/05/2020,Assam,72654,66562,616,May
593,29/05/2020,Assam,92390,84933,1024,May
594,30/05/2020,Assam,101257,91248,1185,May
595,31/05/2020,Assam,109097,101006,1272,May
596,2/06/2020,Assam,120375,111229,1513,June
597,3/06/2020,Assam,126726,117650,1672,June
598,4/06/2020,Assam,133029,122618,1988,June
599,6/06/2020,Assam,146605,136154,2397,June
600,7/06/2020,Assam,153326,142192,2565,June
601,9/06/2020,Assam,169842,159760,2937,June
602,11/06/2020,Assam,181108,171070,3319,June
603,12/06/2020,Assam,188090,177989,3498,June
604,15/06/2020,Assam,217088,,4158,June
605,16/06/2020,Assam,227109,,4319,June
606,17/06/2020,Assam,235214,,4605,June
607,18/06/2020,Assam,246590,,4861,June
608,19/06/2020,Assam,258797,,4904,June
609,20/06/2020,Assam,273047,,5006,June
610,21/06/2020,Assam,288306,,5388,June
611,22/06/2020,Assam,301557,,5586,June
612,23/06/2020,Assam,323258,,5853,June
613,24/06/2020,Assam,336091,,6282,June
614,25/06/2020,Assam,351753,,6646,June
615,26/06/2020,Assam,362713,,6646,June
616,27/06/2020,Assam,374519,,6919,June
617,28/06/2020,Assam,385299,,7165,June
618,29/06/2020,Assam,399393,,7492,June
619,30/06/2020,Assam,412214,,7835,June
620,1/07/2020,Assam,419878,,8547,July
621,2/07/2020,Assam,428866,,8955,July
622,3/07/2020,Assam,438882,,9434,July
623,4/07/2020,Assam,449629,,9799,July
624,5/07/2020,Assam,459143,,11001,July
625,6/07/2020,Assam,471221,,11736,July
626,7/07/2020,Assam,485156,,12522,July
627,9/07/2020,Assam,508973,,14032,July
628,10/07/2020,Assam,525485,,14600,July
629,11/07/2020,Assam,537831,,15536,July
630,12/07/2020,Assam,552376,,16071,July
631,13/07/2020,Assam,563482,,16806,July
632,14/07/2020,Assam,575867,,17807,July
633,15/07/2020,Assam,589202,,18666,July
634,16/07/2020,Assam,601385,,19754,July
635,17/07/2020,Assam,614743,,20646,July
636,18/07/2020,Assam,632372,,21864,July
637,19/07/2020,Assam,651179,,22981,July
638,20/07/2020,Assam,671191,,23999,July
639,21/07/2020,Assam,689343,,25092,July
640,22/07/2020,Assam,703374,,27744,July
641,23/07/2020,Assam,723287,,28791,July
642,24/07/2020,Assam,739465,,29921,July
643,25/07/2020,Assam,753939,,31086,July
644,26/07/2020,Assam,774484,,32228,July
645,27/07/2020,Assam,796226,,33576,July
646,28/07/2020,Assam,802674,,34947,July
647,29/07/2020,Assam,838043,,36295,July
648,30/07/2020,Assam,879071,,38407,July
649,31/07/2020,Assam,917395,,40269,July
650,1/08/2020,Assam,944556,,41726,August
651,2/08/2020,Assam,964499,,42904,August
652,3/08/2020,Assam,1006457,,45275,August
653,4/08/2020,Assam,1065521,,48161,August
654,5/08/2020,Assam,1124683,,50445,August
655,6/08/2020,Assam,1180336,,52817,August
656,7/08/2020,Assam,1238867,,55496,August
657,8/08/2020,Assam,1293712,,57714,August
658,9/08/2020,Assam,1318204,,58837,August
659,10/08/2020,Assam,1378629,,61737,August
660,11/08/2020,Assam,1430691,,64406,August
661,12/08/2020,Assam,1573800,,68999,August
662,13/08/2020,Assam,1635118,,71795,August
663,14/08/2020,Assam,1684721,,74501,August
664,15/08/2020,Assam,1705526,,,August
665,16/08/2020,Assam,1725893,,76875,August
666,17/08/2020,Assam,1775403,,79667,August
667,18/08/2020,Assam,1819819,,82201,August
668,19/08/2020,Assam,1860208,,84317,August
669,20/08/2020,Assam,1894584,,86052,August
670,21/08/2020,Assam,1930764,,87908,August
671,22/08/2020,Assam,1953804,,,August
672,23/08/2020,Assam,1972239,,,August
673,24/08/2020,Assam,2000909,,,August
674,25/08/2020,Assam,2035216,,,August
675,26/08/2020,Assam,2071441,,,August
676,27/08/2020,Assam,2106836,,,August
677,28/08/2020,Assam,2146938,,,August
678,29/08/2020,Assam,2183777,,,August
679,30/08/2020,Assam,2217879,,,August
680,31/08/2020,Assam,2262827,,,August
681,1/09/2020,Assam,2299893,,,September
682,2/09/2020,Assam,2347637,,,September
683,3/09/2020,Assam,2396483,,,September
684,4/09/2020,Assam,2436127,,,September
685,5/09/2020,Assam,2471274,,,September
686,6/09/2020,Assam,2494610,,,September
687,7/09/2020,Assam,2533221,,,September
688,8/09/2020,Assam,2567683,,,September
689,9/09/2020,Assam,2599245,,,September
690,10/09/2020,Assam,2634614,,,September
691,11/09/2020,Assam,2671027,,,September
692,12/09/2020,Assam,2702280,,,September
693,13/09/2020,Assam,2717795,,,September
694,14/09/2020,Assam,2750037,,,September
695,15/09/2020,Assam,2782807,,,September
696,16/09/2020,Assam,2815285,,,September
697,17/09/2020,Assam,2835842,,,September
698,18/09/2020,Assam,2871869,,,September
699,19/09/2020,Assam,2907044,,,September
700,20/09/2020,Assam,2926362,,,September
701,21/09/2020,Assam,2961965,,,September
702,22/09/2020,Assam,2991612,,,September
703,23/09/2020,Assam,3021508,,,September
704,24/09/2020,Assam,3050501,,,September
705,25/09/2020,Assam,3078746,,,September
706,26/09/2020,Assam,3104577,,,September
707,27/09/2020,Assam,3119924,,,September
708,28/09/2020,Assam,3240080,,,September
709,29/09/2020,Assam,3374650,,,September
710,30/09/2020,Assam,3523430,,,September
711,1/10/2020,Assam,3563210,,,October
712,2/10/2020,Assam,3591511,,,October
713,3/10/2020,Assam,3625167,,,October
714,4/10/2020,Assam,3638290,,,October
715,5/10/2020,Assam,3673960,,,October
716,6/10/2020,Assam,3705740,,,October
717,7/10/2020,Assam,3739086,,,October
718,8/10/2020,Assam,3771494,,,October
719,9/10/2020,Assam,3803080,,,October
720,10/10/2020,Assam,3830571,,,October
721,11/10/2020,Assam,3841947,,,October
722,12/10/2020,Assam,3949847,,,October
723,13/10/2020,Assam,4076126,,,October
724,14/10/2020,Assam,4215994,,,October
725,15/10/2020,Assam,4251034,,,October
726,16/10/2020,Assam,4285748,,,October
727,17/10/2020,Assam,4308877,,,October
728,18/10/2020,Assam,4322424,,,October
729,19/10/2020,Assam,4357380,,,October
730,20/10/2020,Assam,4395965,,,October
731,21/10/2020,Assam,4438417,,,October
732,22/10/2020,Assam,4472792,,,October
733,23/10/2020,Assam,4490288,,,October
734,24/10/2020,Assam,4502551,,,October
735,25/10/2020,Assam,4511304,,,October
736,26/10/2020,Assam,4525529,,,October
737,5/04/2020,Bihar,3037,2299,32,April
738,8/04/2020,Bihar,4596,,38,April
739,9/04/2020,Bihar,4991,,43,April
740,10/04/2020,Bihar,5457,,60,April
741,11/04/2020,Bihar,6250,,61,April
742,12/04/2020,Bihar,6703,,64,April
743,13/04/2020,Bihar,7263,,65,April
744,14/04/2020,Bihar,7727,,62,April
745,15/04/2020,Bihar,8263,,66,April
746,16/04/2020,Bihar,8846,,72,April
747,17/04/2020,Bihar,9486,,83,April
748,18/04/2020,Bihar,10130,,85,April
749,19/04/2020,Bihar,10745,,92,April
750,20/04/2020,Bihar,11319,,96,April
751,21/04/2020,Bihar,11999,,115,April
752,22/04/2020,Bihar,12978,,136,April
753,23/04/2020,Bihar,13785,,148,April
754,24/04/2020,Bihar,14924,,176,April
755,25/04/2020,Bihar,15885,,238,April
756,26/04/2020,Bihar,17041,,255,April
757,27/04/2020,Bihar,18179,,328,April
758,28/04/2020,Bihar,19790,,346,April
759,29/04/2020,Bihar,21180,,383,April
760,30/04/2020,Bihar,22672,,409,April
761,1/05/2020,Bihar,24118,,466,May
762,2/05/2020,Bihar,25724,,476,May
763,3/05/2020,Bihar,26951,,485,May
764,4/05/2020,Bihar,28345,,525,May
765,5/05/2020,Bihar,28791,,529,May
766,6/05/2020,Bihar,29328,,539,May
767,7/05/2020,Bihar,29841,,547,May
768,8/05/2020,Bihar,30320,,564,May
769,9/05/2020,Bihar,31552,,585,May
770,10/05/2020,Bihar,32670,,653,May
771,11/05/2020,Bihar,34662,,714,May
772,12/05/2020,Bihar,37430,,796,May
773,13/05/2020,Bihar,39149,,909,May
774,14/05/2020,Bihar,40782,,970,May
775,15/05/2020,Bihar,42645,,1010,May
776,16/05/2020,Bihar,44340,,1083,May
777,17/05/2020,Bihar,45729,,1193,May
778,18/05/2020,Bihar,46996,,1391,May
779,19/05/2020,Bihar,50563,,1495,May
780,20/05/2020,Bihar,53361,,1607,May
781,21/05/2020,Bihar,55692,,1881,May
782,22/05/2020,Bihar,58481,,2098,May
783,23/05/2020,Bihar,61220,,2344,May
784,24/05/2020,Bihar,63741,,2507,May
785,27/05/2020,Bihar,68262,,3010,May
786,28/05/2020,Bihar,70275,,3106,May
787,29/05/2020,Bihar,72256,,3276,May
788,30/05/2020,Bihar,73929,,3511,May
789,31/05/2020,Bihar,75737,,3692,May
790,1/06/2020,Bihar,78090,,3872,June
791,2/06/2020,Bihar,81413,,4049,June
792,3/06/2020,Bihar,84729,,4273,June
793,4/06/2020,Bihar,88313,,4420,June
794,5/06/2020,Bihar,91903,,4551,June
795,6/06/2020,Bihar,95473,,4745,June
796,7/06/2020,Bihar,99108,,4972,June
797,8/06/2020,Bihar,102318,,5176,June
798,9/06/2020,Bihar,105588,,5364,June
799,10/06/2020,Bihar,109483,,5583,June
800,11/06/2020,Bihar,113225,,5807,June
801,12/06/2020,Bihar,116671,,6043,June
802,13/06/2020,Bihar,120086,,6183,June
803,14/06/2020,Bihar,123629,,6355,June
804,15/06/2020,Bihar,127126,,6581,June
805,16/06/2020,Bihar,130783,,6736,June
806,17/06/2020,Bihar,134402,,6889,June
807,18/06/2020,Bihar,139584,,6993,June
808,19/06/2020,Bihar,145562,,7178,June
809,20/06/2020,Bihar,151148,,7380,June
810,21/06/2020,Bihar,156926,,7602,June
811,22/06/2020,Bihar,163476,,7808,June
812,23/06/2020,Bihar,169401,,7974,June
813,24/06/2020,Bihar,175103,,8180,June
814,25/06/2020,Bihar,181737,,8381,June
815,26/06/2020,Bihar,189643,,8611,June
816,27/06/2020,Bihar,198385,,8859,June
817,28/06/2020,Bihar,205832,,9117,June
818,29/06/2020,Bihar,212659,,9506,June
819,30/06/2020,Bihar,220890,,9744,June
820,1/07/2020,Bihar,228689,,10075,July
821,2/07/2020,Bihar,235980,,10392,July
822,3/07/2020,Bihar,243167,,10911,July
823,4/07/2020,Bihar,251097,,11457,July
824,5/07/2020,Bihar,257896,,11860,July
825,6/07/2020,Bihar,264109,,12140,July
826,7/07/2020,Bihar,269277,,12525,July
827,8/07/2020,Bihar,275554,,13274,July
828,9/07/2020,Bihar,284059,,13978,July
829,10/07/2020,Bihar,291654,,14330,July
830,11/07/2020,Bihar,300762,,15039,July
831,12/07/2020,Bihar,310013,,16305,July
832,13/07/2020,Bihar,319142,,17421,July
833,14/07/2020,Bihar,329160,,18853,July
834,15/07/2020,Bihar,337212,,20173,July
835,16/07/2020,Bihar,347457,,21558,July
836,17/07/2020,Bihar,357730,,23300,July
837,18/07/2020,Bihar,368232,,24967,July
838,19/07/2020,Bihar,378508,,26379,July
839,20/07/2020,Bihar,388626,,27455,July
840,21/07/2020,Bihar,398929,,28564,July
841,22/07/2020,Bihar,409088,,30066,July
842,23/07/2020,Bihar,419208,,31691,July
843,24/07/2020,Bihar,429664,,33511,July
844,25/07/2020,Bihar,442125,,36314,July
845,26/07/2020,Bihar,456324,,38919,July
846,27/07/2020,Bihar,470560,,41111,July
847,28/07/2020,Bihar,486835,,43591,July
848,29/07/2020,Bihar,504629,,45919,July
849,30/07/2020,Bihar,525430,,48001,July
850,31/07/2020,Bihar,548172,,50987,July
851,1/08/2020,Bihar,576796,,54508,August
852,2/08/2020,Bihar,612415,,57270,August
853,3/08/2020,Bihar,648939,,59567,August
854,4/08/2020,Bihar,687154,,62301,August
855,5/08/2020,Bihar,739078,,64732,August
856,6/08/2020,Bihar,799332,,68148,August
857,7/08/2020,Bihar,870852,,71794,August
858,8/08/2020,Bihar,946278,,75786,August
859,9/08/2020,Bihar,1021906,,79720,August
860,10/08/2020,Bihar,1097252,,82741,August
861,11/08/2020,Bihar,1180566,,86812,August
862,12/08/2020,Bihar,1272980,,90553,August
863,13/08/2020,Bihar,1377432,,,August
864,14/08/2020,Bihar,1498752,,,August
865,15/08/2020,Bihar,1612250,,,August
866,16/08/2020,Bihar,1679462,,,August
867,17/08/2020,Bihar,1787189,,,August
868,18/08/2020,Bihar,1899970,,,August
869,19/08/2020,Bihar,2008149,,,August
870,20/08/2020,Bihar,2116094,,,August
871,21/08/2020,Bihar,2228516,,,August
872,22/08/2020,Bihar,2331461,,,August
873,23/08/2020,Bihar,2432497,,,August
874,24/08/2020,Bihar,2494712,,,August
875,25/08/2020,Bihar,2570097,,,August
876,26/08/2020,Bihar,2672687,,,August
877,27/08/2020,Bihar,2777160,,,August
878,28/08/2020,Bihar,2882926,,,August
879,29/08/2020,Bihar,2989407,,,August
880,30/08/2020,Bihar,3097137,,,August
881,31/08/2020,Bihar,3187161,,,August
882,1/09/2020,Bihar,3302720,,,September
883,2/09/2020,Bihar,3430124,,,September
884,3/09/2020,Bihar,3571055,,,September
885,4/09/2020,Bihar,3721250,,,September
886,5/09/2020,Bihar,3871733,,,September
887,6/09/2020,Bihar,4022766,,,September
